personid,pageid,name,state,district,uniques_total,uniques_known,uniques_indistrict,posts_total,posts_known,posts_indistrict,comments_total,comments_known,comments_indistrict,postlikes_total,postlikes_known,postlikes_indistrict
400660,91504302598,"Rep. Dave Reichert [R, WA-8]",WA,8,363,7,1,277,5,0,245,6,1,628,31,5
300082,91663082846,"Sen. Harry Reid [D, NV]",NV,,314,5,0,3,0,0,75,2,0,542,5,0
412462,187639524595278,"Rep. Jim Renacci [R, OH-16]",OH,16,250,1,0,169,1,0,330,0,0,634,1,0
400337,105434391510,"Rep. Silvestre Reyes [D, TX-16]",TX,16,241,0,0,0,0,0,172,0,0,514,0,0
412489,157169920997203,"Rep. Reid Ribble [R, WI-8]",WI,8,239,1,0,4,0,0,169,0,0,421,10,0
412253,196367373427,"Rep. Laura Richardson [D, CA-37]",CA,37,83,0,0,3,0,0,42,0,0,132,0,0
412432,197737020257085,"Rep. Cedric Richmond [D, LA-2]",LA,2,34,0,0,15,0,0,11,0,0,30,0,0
412483,167851429918010,"Rep. Scott Rigell [R, VA-2]",VA,2,405,4,2,268,4,4,300,1,1,723,4,0
412322,10148632367,"Sen. James Risch [R, ID]",ID,,0,0,0,0,0,0,0,0,0,0,0,0
412415,174136165957653,"Rep. David Rivera [R, FL-25]",FL,25,119,1,1,56,5,5,118,4,4,406,1,1
300083,205694792808927,"Sen. Pat Roberts [R, KS]",KS,,164,1,0,0,0,0,77,0,0,191,1,0
412394,174519582574426,"Rep. Martha Roby [R, AL-2]",AL,2,306,1,0,227,1,0,222,0,0,636,1,0
412310,130725126985966,"Rep. Phil Roe [R, TN-1]",TN,1,215,1,1,2,0,0,157,0,0,409,3,3
400342,168209963203416,"Rep. Michael Rogers [R, MI-8]",MI,8,328,2,2,2,0,0,182,0,0,548,5,5
400343,78476240421,"Rep. Dana Rohrabacher [R, CA-46]",CA,46,358,4,0,358,3,0,208,1,0,362,0,0
412426,1516311155,"Rep. Todd Rokita [R, IN-4]",IN,4,125,0,0,143,0,0,35,0,0,42,0,0
412311,117697790448,"Rep. Thomas Rooney [R, FL-16]",FL,16,428,2,2,7,0,0,400,18,18,935,29,29
400344,1488738651,"Rep. Ileana Ros-Lehtinen [R, FL-18]",FL,18,102,0,0,0,0,0,20,0,0,158,0,0
412202,118777661469195,"Rep. Peter Roskam [R, IL-6]",IL,6,264,1,0,14,0,0,205,0,0,508,5,0
412411,186775984680072,"Rep. Dennis Ross [R, FL-12]",FL,12,228,7,0,288,6,0,255,3,0,468,16,0
400347,139773069370563,"Rep. Lucille Roybal-Allard [D, CA-34]",CA,34,177,0,0,78,0,0,133,0,0,537,0,0
400348,6460640558,"Rep. Edward Royce [R, CA-40]",CA,40,424,8,0,274,16,0,285,0,0,906,41,0
412491,178910518800987,"Sen. Marco Rubio [R, FL]",FL,,283,4,3,287,5,4,44,0,0,118,0,0
412449,177208315676754,"Rep. Jon Runyan [R, NJ-3]",NJ,3,118,0,0,107,0,0,121,0,0,168,0,0
400351,7123827676,"Rep. Paul Ryan [R, WI-1]",WI,1,295,3,0,393,6,0,249,1,0,180,1,0
400352,121560497865,"Rep. Timothy Ryan [D, OH-17]",OH,17,361,4,1,340,5,1,203,0,0,329,5,0
412312,153423912663,"Del. Gregorio Sablan [D, MP-0]",MP,0,222,0,0,0,0,0,97,0,0,454,0,0
400356,90966961167,"Rep. Loretta Sanchez [D, CA-47]",CA,47,192,1,0,0,0,0,179,0,0,372,5,0
400357,9124187907,"Sen. Bernard Sanders [I, VT]",VT,,478,7,1,380,11,2,69,2,0,245,2,0
412212,22429695864,"Rep. John Sarbanes [D, MD-3]",MD,3,264,1,0,172,1,0,103,0,0,276,0,0
412261,50936151681,"Rep. Steve Scalise [R, LA-1]",LA,1,407,13,0,338,23,0,205,0,0,950,86,0
400360,160143957118,"Rep. Janice Schakowsky [D, IL-9]",IL,9,323,15,1,285,22,0,86,4,2,679,119,3
400361,9086721830,"Rep. Adam Schiff [D, CA-29]",CA,29,494,2,0,176,3,0,336,0,0,982,5,0
412423,128585410538393,"Rep. Robert Schilling [R, IL-17]",IL,17,311,1,1,359,0,0,321,1,1,520,0,0
412010,108130217090,"Rep. Jean Schmidt [R, OH-2]",OH,2,90,2,1,0,0,0,45,1,1,208,3,0
412314,70882853544,"Rep. Aaron Schock [R, IL-18]",IL,18,505,4,1,359,6,1,193,3,3,493,12,0
412315,94978896695,"Rep. Kurt Schrader [D, OR-5]",OR,5,301,5,2,281,7,2,130,0,0,354,12,1
300087,15771239406,"Sen. Charles Schumer [D, NY]",NY,,303,5,3,326,13,3,81,3,1,170,1,1
400647,100001432296050,"Rep. Allyson Schwartz [D, PA-13]",PA,13,6,0,0,0,0,0,2,0,0,4,0,0
412399,150338151681908,"Rep. David Schweikert [R, AZ-5]",AZ,5,251,2,0,0,0,0,256,3,0,642,8,0
412417,131177916946914,"Rep. Austin Scott [R, GA-8]",GA,8,279,1,1,8,0,0,224,2,2,575,1,1
400363,113303673339,"Rep. David Scott [D, GA-13]",GA,13,254,5,1,339,12,1,197,0,0,414,14,0
400364,123839200978190,"Rep. Robert Scott [D, VA-3]",VA,3,395,8,0,263,12,0,175,0,0,655,20,0
412471,163207553711385,"Rep. Tim Scott [R, SC-1]",SC,1,440,3,1,350,3,1,201,2,0,540,15,14
400366,273446508512,"Rep. José Serrano [D, NY-16]",NY,16,313,1,0,0,0,0,233,0,0,631,1,0
300088,23444159584,"Sen. Jefferson Sessions [R, AL]",AL,,371,1,0,368,1,0,263,0,0,531,0,0
400367,367963843082,"Rep. Peter Sessions [R, TX-32]",TX,32,206,1,0,0,0,0,217,0,0,441,1,0
412396,117758198297225,"Rep. Terri Sewell [D, AL-7]",AL,7,69,0,0,0,0,0,34,0,0,136,0,0
412323,127503767282103,"Sen. Jeanne Shaheen [D, NH]",NH,,372,0,0,17,0,0,287,0,0,1073,0,0
300089,50850514797,"Sen. Richard Shelby [R, AL]",AL,,384,8,0,350,10,0,105,0,0,556,7,0
400371,63158229861,"Rep. Brad Sherman [D, CA-27]",CA,27,194,2,1,2,0,0,145,1,0,302,3,3
400373,123916254317516,"Rep. John Shimkus [R, IL-19]",IL,19,379,7,1,298,15,6,304,1,0,705,42,0
412225,6216929238,"Rep. Heath Shuler [D, NC-11]",NC,11,235,1,1,0,0,0,91,2,2,294,0,0
409888,54386677806,"Rep. William Shuster [R, PA-9]",PA,9,286,4,1,242,7,4,433,4,4,580,8,6
400376,96007744606,"Rep. Michael Simpson [R, ID-2]",ID,2,98,1,0,1,0,0,71,1,0,129,0,0
412186,81058818750,"Rep. Albio Sires [D, NJ-13]",NJ,13,85,0,0,0,0,0,58,0,0,108,0,0
400378,82424647700,"Rep. Louise Slaughter [D, NY-28]",NY,28,357,5,0,284,6,0,194,1,0,442,18,0
412217,5962789983,"Rep. Adrian Smith [R, NE-3]",NE,3,346,0,0,6,0,0,225,0,0,484,0,0
400381,107736785195,"Rep. Lamar Smith [R, TX-21]",TX,21,263,3,1,10,0,0,137,12,6,682,1,1
300091,165865453427287,"Sen. Olympia Snowe [R, ME]",ME,,288,4,1,0,0,0,208,2,0,480,2,1
412408,156234611092438,"Rep. Steve Southerland [R, FL-2]",FL,2,366,2,0,313,0,0,290,0,0,639,7,0
412259,99332606976,"Rep. Jackie Speier [D, CA-12]",CA,12,368,2,0,0,0,0,187,1,0,558,2,0
300093,8408030527,"Sen. Debbie Ann Stabenow [D, MI]",MI,,400,5,0,341,5,0,142,1,0,321,15,0
400387,91309044928,"Rep. Fortney Stark [D, CA-13]",CA,13,257,6,1,160,2,0,231,13,9,577,19,13
400388,47117734565,"Rep. Clifford Stearns [R, FL-6]",FL,6,352,17,1,341,29,1,214,2,0,945,80,0
412461,116058275133542,"Rep. Steve Stivers [R, OH-15]",OH,15,301,4,0,285,6,0,119,0,0,460,24,0
412392,109067049164902,"Rep. Marlin Stutzman [R, IN-3]",IN,3,312,4,1,190,4,2,296,5,4,726,17,0
412228,6871203036,"Rep. Betty Sutton [D, OH-13]",OH,13,121,0,0,147,0,0,21,0,0,25,0,0
400355,110685735673141,"Rep. Linda Sánchez [D, CA-39]",CA,39,62,2,0,0,0,0,20,2,0,119,1,0
400400,393886975960,"Rep. Lee Terry [R, NE-2]",NE,2,324,6,4,1,0,0,311,37,35,578,5,5
412244,210573031664,"Sen. Jon Tester [D, MT]",MT,,291,3,0,14,0,0,170,2,0,528,1,0
400402,7259193379,"Rep. Bennie Thompson [D, MS-2]",MS,2,3,0,0,1,0,0,1,0,0,2,0,0
400403,7109195747,"Rep. Michael Thompson [D, CA-1]",CA,1,436,5,0,217,6,0,344,1,0,889,3,0
412317,14463006747,"Rep. Glenn Thompson [R, PA-5]",PA,5,81,0,0,1,0,0,30,0,0,102,0,0
400404,7760165627,"Rep. William Thornberry [R, TX-13]",TX,13,336,1,0,266,1,0,259,3,0,490,0,0
400546,63002536261,"Sen. John Thune [R, SD]",SD,,351,1,1,0,0,0,68,0,0,432,7,7
400406,90452932937,"Rep. Patrick Tiberi [R, OH-12]",OH,12,172,0,0,0,0,0,130,0,0,268,0,0
412405,191428784201721,"Rep. Scott Tipton [R, CO-3]",CO,3,285,1,0,198,0,0,325,2,0,921,11,0
412319,164036221404,"Rep. Paul Tonko [D, NY-21]",NY,21,292,2,1,0,0,0,218,0,0,676,2,1
400408,189274047751251,"Sen. Patrick Toomey [R, PA]",PA,,352,6,3,339,7,5,307,15,15,756,26,17
400409,135539823985,"Rep. Edolphus Towns [D, NY-10]",NY,10,311,22,0,317,26,0,85,1,0,779,229,0
400411,9275036647,"Rep. Michael Turner [R, OH-3]",OH,3,450,6,3,285,8,3,235,0,0,603,18,0
400412,17204170252,"Sen. Mark Udall [D, CO]",CO,,425,9,1,324,11,1,193,0,0,578,31,0
400413,106433512869,"Sen. Tom Udall [D, NM]",NM,,457,7,1,377,8,3,96,0,0,366,20,1
400414,212027388827797,"Rep. Frederick Upton [R, MI-6]",MI,6,194,6,1,75,6,1,82,5,0,231,11,0
400415,109304033877,"Rep. Christopher Van Hollen [D, MD-8]",MD,8,65,1,0,5,0,0,33,0,0,105,1,0
400416,8037068318,"Rep. Nydia Velázquez [D, NY-12]",NY,12,116,0,0,0,0,0,45,0,0,114,0,0
400417,118723661514709,"Rep. Peter Visclosky [D, IN-1]",IN,1,140,1,1,0,0,0,155,12,12,541,0,0
400418,53906687963,"Sen. David Vitter [R, LA]",LA,,402,1,1,0,0,0,83,0,0,802,1,1
412213,187654104587692,"Rep. Timothy Walberg [R, MI-7]",MI,7,449,5,2,252,0,0,226,2,2,654,8,0
400419,1295547351,"Rep. Greg Walden [R, OR-2]",OR,2,65,0,0,0,0,0,25,0,0,53,0,0
412424,126241104108023,"Rep. Joe Walsh [R, IL-8]",IL,8,215,4,1,136,1,0,62,3,0,205,4,2
412214,6958677033,"Rep. Timothy Walz [D, MN-1]",MN,1,496,2,0,381,2,0,107,1,0,339,2,0
412321,7935122852,"Sen. Mark Warner [D, VA]",VA,,472,8,4,359,11,6,318,0,0,492,21,2
400623,88904724121,"Rep. Debbie Wasserman Schultz [D, FL-20]",FL,20,240,2,0,7,0,0,143,0,0,330,2,0
400422,117483585008,"Rep. Maxine Waters [D, CA-35]",CA,35,376,7,0,334,8,0,103,0,0,440,32,0
400424,191136754250537,"Rep. Melvin Watt [D, NC-12]",NC,12,64,5,0,51,4,0,12,0,0,135,27,0
400425,129514917081997,"Rep. Henry Waxman [D, CA-30]",CA,30,2,0,0,2,0,0,1,0,0,1,0,0
412249,7942857199,"Sen. Jim Webb [D, VA]",VA,,121,1,1,12,0,0,26,0,0,177,2,2
412410,188572961157305,"Rep. Daniel Webster [R, FL-8]",FL,8,61,1,0,0,0,0,55,0,0,128,1,0
412239,72680720883,"Rep. Peter Welch [D, VT-0]",VT,0,422,5,3,218,14,12,313,3,3,672,6,2
412413,153872224661543,"Rep. Allen West [R, FL-22]",FL,22,838,10,0,0,0,0,223,5,0,1868,42,0
400627,71389451419,"Rep. Lynn Westmoreland [R, GA-3]",GA,3,250,0,0,0,0,0,158,0,0,365,0,0
412247,194172833926853,"Sen. Sheldon Whitehouse [D, RI]",RI,,139,3,2,64,2,1,48,1,1,203,10,10
400431,91115765425,"Rep. Edward Whitfield [R, KY-1]",KY,1,110,3,1,0,0,0,58,3,0,197,2,2
400432,158401580882385,"Sen. Roger Wicker [R, MS]",MS,,324,4,1,368,5,2,74,2,2,184,0,0
400433,70150469414,"Rep. Addison Wilson [R, SC-2]",SC,2,499,10,0,291,12,0,236,1,0,724,25,0
412412,162327487151626,"Rep. Frederica Wilson [D, FL-17]",FL,17,39,0,0,1,0,0,9,0,0,50,0,0
412255,38932542633,"Rep. Rob Wittman [R, VA-1]",VA,1,356,1,1,337,0,0,363,1,1,620,1,1
400435,335759964938,"Rep. Frank Wolf [R, VA-10]",VA,10,207,3,0,0,0,0,105,10,0,265,3,0
412402,135898413136490,"Rep. Steve Womack [R, AR-3]",AR,3,220,0,0,0,0,0,261,0,0,670,0,0
412416,172573036140374,"Rep. Rob Woodall [R, GA-7]",GA,7,40,0,0,1,0,0,24,0,0,49,0,0
400436,147062945319541,"Rep. Lynn Woolsey [D, CA-6]",CA,6,245,4,0,103,4,0,212,1,0,664,21,0
300100,54787697857,"Sen. Ron Wyden [D, OR]",OR,,337,7,1,422,30,1,43,0,0,213,22,0
412211,214258646163,"Rep. John Yarmuth [D, KY-3]",KY,3,449,5,1,266,6,2,219,1,1,610,15,0
412430,154026694650252,"Rep. Kevin Yoder [R, KS-3]",KS,3,366,4,3,1,0,0,484,3,3,1145,6,5
400439,6427429385,"Rep. Bill Young [R, FL-10]",FL,10,263,4,0,191,7,0,162,1,0,394,23,0
400440,7476269851,"Rep. Donald Young [R, AK-0]",AK,0,211,3,2,0,0,0,192,22,22,640,5,4
412428,186203844738421,"Rep. Todd Young [R, IN-9]",IN,9,276,6,2,176,7,2,244,6,5,657,3,1
